row_id,base_model,variant_id,role,model,barrier_title,explanation,iteration,timestamp,truncated,is_duplicate,attempts,transport_attempts,transport_error,theme,theme_attempts,theme_error,theme_model,theme_temperature,cluster_text,cluster,cluster_prob,primary_category,secondary_category,human_labelled_clusters
gemma3-subject_matter2_04_b1,gemma3:12b,gemma3-subject_matter2,subject_matter,gemma-subject_matter2-enh:latest,Lack of Standardized Interoperability,"Without universally accepted protocols and interfaces, integrating DC components from different vendors will be complex and costly, hindering widespread adoption.",4,20260505_121738,no,False,2,2,,interoperability standards,1,,gpt-5.4-mini,0.2,"Lack of Standardized Interoperability. Without universally accepted protocols and interfaces, integrating DC components from different vendors will be complex and costly, hindering widespread adoption.",4,1.0,technical,policy,DC interoperability standardization and cartification gap
gemma3-subject_matter2_04_b2,gemma3:12b,gemma3-subject_matter2,subject_matter,gemma-subject_matter2-enh:latest,Limited Skilled Workforce,"The current electrical workforce lacks the specialized knowledge and training required for DC system design, installation, and maintenance, creating a skills gap.",4,20260505_121738,no,False,2,2,,skills gap,1,,gpt-5.4-mini,0.2,"Limited Skilled Workforce. The current electrical workforce lacks the specialized knowledge and training required for DC system design, installation, and maintenance, creating a skills gap.",2,1.0,general,technical,Shortage in skilled workforce 
gemma3-subject_matter2_04_b3,gemma3:12b,gemma3-subject_matter2,subject_matter,gemma-subject_matter2-enh:latest,Component Cost & Availability,"DC-specific components (cables, converters, protection devices) may be more expensive and have limited availability compared to established AC equivalents.",4,20260505_121738,no,False,2,2,,component cost and availability,1,,gpt-5.4-mini,0.2,"Component Cost & Availability. DC-specific components (cables, converters, protection devices) may be more expensive and have limited availability compared to established AC equivalents.",11,1.0,technical,general,DC component cost and availability
gemma3-subject_matter2_04_b4,gemma3:12b,gemma3-subject_matter2,subject_matter,gemma-subject_matter2-enh:latest,Legacy System Integration Challenges,"Retrofitting DC systems into existing AC-dominated infrastructure presents significant technical and logistical hurdles, particularly in brownfield applications.",4,20260505_121738,no,False,2,2,,legacy infrastructure integration,1,,gpt-5.4-mini,0.2,"Legacy System Integration Challenges. Retrofitting DC systems into existing AC-dominated infrastructure presents significant technical and logistical hurdles, particularly in brownfield applications.",12,0.8800539400470581,technical,general,Retrofit complexity in existing infrastructure
gemma3-subject_matter2_04_b5,gemma3:12b,gemma3-subject_matter2,subject_matter,gemma-subject_matter2-enh:latest,Cybersecurity Vulnerabilities in DC Microgrids,The increased complexity and interconnectedness of DC microgrids introduce new cybersecurity risks that require specialized mitigation strategies.,4,20260505_121738,no,False,2,2,,cybersecurity risks,1,,gpt-5.4-mini,0.2,Cybersecurity Vulnerabilities in DC Microgrids. The increased complexity and interconnectedness of DC microgrids introduce new cybersecurity risks that require specialized mitigation strategies.,1,0.5135872742316675,technical,policy,Cybersecurity vulnerabilities in DC microgrids
phi4-generalist_05_b1,phi4,phi4-generalist,generalist,phi4-generalist-enh:latest,Interoperability Challenges,"The lack of standardized protocols for integrating various DC components can hinder seamless communication between devices from different manufacturers, complicating system design and operation.",5,20260505_121738,no,False,1,1,,standardization issues,1,,gpt-5.4-mini,0.2,"Interoperability Challenges. The lack of standardized protocols for integrating various DC components can hinder seamless communication between devices from different manufacturers, complicating system design and operation.",4,1.0,technical,policy,DC interoperability standardization and cartification gap
phi4-generalist_05_b2,phi4,phi4-generalist,generalist,phi4-generalist-enh:latest,Skill Gap in Workforce,"A significant barrier is the shortage of skilled professionals trained specifically in DC technologies, which can delay implementation and increase project costs due to reliance on external expertise.",5,20260505_121738,no,False,1,1,,skilled workforce shortage,1,,gpt-5.4-mini,0.2,"Skill Gap in Workforce. A significant barrier is the shortage of skilled professionals trained specifically in DC technologies, which can delay implementation and increase project costs due to reliance on external expertise.",2,1.0,general,technical,Shortage in skilled workforce 
phi4-generalist_05_b3,phi4,phi4-generalist,generalist,phi4-generalist-enh:latest,Economic Viability Concerns,"The initial investment required for transitioning to DC systems can be prohibitive for some organizations, especially if short-term financial returns are uncertain compared to existing AC infrastructure.",5,20260505_121738,no,False,1,1,,high upfront costs,1,,gpt-5.4-mini,0.2,"Economic Viability Concerns. The initial investment required for transitioning to DC systems can be prohibitive for some organizations, especially if short-term financial returns are uncertain compared to existing AC infrastructure.",9,1.0,general,technical,High upfront transition costs
phi4-generalist_05_b4,phi4,phi4-generalist,generalist,phi4-generalist-enh:latest,Regulatory Uncertainty,Inconsistent or unclear regulations across regions regarding the use and implementation of DC technologies can create barriers to adoption by causing hesitation among stakeholders about compliance and future-proofing investments.,5,20260505_121738,no,False,1,1,,regulatory inconsistency,1,,gpt-5.4-mini,0.2,Regulatory Uncertainty. Inconsistent or unclear regulations across regions regarding the use and implementation of DC technologies can create barriers to adoption by causing hesitation among stakeholders about compliance and future-proofing investments.,3,1.0,policy,general,Regulatory uncertainty and hurdles
phi4-generalist_05_b5,phi4,phi4-generalist,generalist,phi4-generalist-enh:latest,Public Perception and Awareness,"Limited public understanding and acceptance of DC technology benefits may lead to resistance in adopting these systems, especially in residential areas where consumer buy-in is crucial for widespread implementation.",5,20260505_121738,no,False,1,1,,public awareness resistance,1,,gpt-5.4-mini,0.2,"Public Perception and Awareness. Limited public understanding and acceptance of DC technology benefits may lead to resistance in adopting these systems, especially in residential areas where consumer buy-in is crucial for widespread implementation.",14,1.0,policy,general,Public awareness and acceptance
phi4-generalist2_05_b1,phi4,phi4-generalist2,generalist,phi4-generalist2-enh:latest,Interoperability Challenges,"As different regions, industries, and devices may have varying standards for DC systems, ensuring seamless integration across these platforms can be challenging. This lack of standardization could hinder widespread adoption due to compatibility issues.",5,20260505_121738,no,False,1,1,,compatibility issues,1,,gpt-5.4-mini,0.2,"Interoperability Challenges. As different regions, industries, and devices may have varying standards for DC systems, ensuring seamless integration across these platforms can be challenging. This lack of standardization could hinder widespread adoption due to compatibility issues.",4,1.0,technical,policy,DC interoperability standardization and cartification gap
phi4-generalist2_05_b2,phi4,phi4-generalist2,generalist,phi4-generalist2-enh:latest,Economic Viability in Low-Demand Areas,"In areas with low electricity demand or where existing AC infrastructure is still relatively new, the cost-benefit ratio may not justify transitioning to DC systems. Without significant economic incentives, stakeholders might be reluctant to invest in DC technologies.",5,20260505_121738,no,False,1,1,,poor economic incentives,1,,gpt-5.4-mini,0.2,"Economic Viability in Low-Demand Areas. In areas with low electricity demand or where existing AC infrastructure is still relatively new, the cost-benefit ratio may not justify transitioning to DC systems. Without significant economic incentives, stakeholders might be reluctant to invest in DC technologies.",9,1.0,general,technical,High upfront transition costs
phi4-generalist2_05_b3,phi4,phi4-generalist2,generalist,phi4-generalist2-enh:latest,Technological Maturity and Reliability Concerns,"Many DC solutions are still emerging technologies, and there may be concerns about their long-term reliability and performance compared to established AC systems. Until these technologies prove themselves over time, hesitation to adopt them could persist.",5,20260505_121738,no,False,1,1,,technology reliability concerns,1,,gpt-5.4-mini,0.2,"Technological Maturity and Reliability Concerns. Many DC solutions are still emerging technologies, and there may be concerns about their long-term reliability and performance compared to established AC systems. Until these technologies prove themselves over time, hesitation to adopt them could persist.",11,1.0,technical,general,DC component cost and availability
phi4-generalist2_05_b4,phi4,phi4-generalist2,generalist,phi4-generalist2-enh:latest,Supply Chain Limitations,"The current supply chain for DC components, such as converters or specialized cables, might not be robust enough to meet large-scale demands quickly. This limitation can delay projects and increase costs, acting as a barrier to adoption.",5,20260505_121738,no,False,1,1,,supply chain constraints,1,,gpt-5.4-mini,0.2,"Supply Chain Limitations. The current supply chain for DC components, such as converters or specialized cables, might not be robust enough to meet large-scale demands quickly. This limitation can delay projects and increase costs, acting as a barrier to adoption.",10,0.846640772028261,technical,general,DC supply chain constraints
phi4-generalist2_05_b5,phi4,phi4-generalist2,generalist,phi4-generalist2-enh:latest,Regulatory Hurdles and Uncertainty,"Inconsistent regulations across different jurisdictions regarding DC systems could create uncertainty for businesses and investors. Navigating these regulatory landscapes may require additional resources and time, slowing down the deployment of DC technologies.",5,20260505_121738,no,False,1,1,,regulatory uncertainty,1,,gpt-5.4-mini,0.2,"Regulatory Hurdles and Uncertainty. Inconsistent regulations across different jurisdictions regarding DC systems could create uncertainty for businesses and investors. Navigating these regulatory landscapes may require additional resources and time, slowing down the deployment of DC technologies.",3,1.0,policy,general,Regulatory uncertainty and hurdles
phi4-normative_05_b1,phi4,phi4-normative,normative,phi4-normative-enh:latest,Interoperability Challenges,"The integration of direct current (DC) systems with existing alternating current (AC) infrastructure can lead to significant compatibility issues. This includes challenges in interfacing DC technologies with legacy AC equipment, which may require costly upgrades or specialized adapters to ensure seamless operation.",5,20260505_121738,no,False,1,1,,ac-dc compatibility issues,1,,gpt-5.4-mini,0.2,"Interoperability Challenges. The integration of direct current (DC) systems with existing alternating current (AC) infrastructure can lead to significant compatibility issues. This includes challenges in interfacing DC technologies with legacy AC equipment, which may require costly upgrades or specialized adapters to ensure seamless operation.",13,1.0,technical,general,Interoperability challenges with existing AC infrastructure
phi4-normative_05_b2,phi4,phi4-normative,normative,phi4-normative-enh:latest,Cost and Economic Feasibility,"Initial investment costs for implementing DC systems are often higher than those for AC systems due to the need for new infrastructure, conversion devices, and training. These upfront expenses can deter adoption, particularly in sectors where cost-efficiency is a primary concern.",5,20260505_121738,no,False,1,1,,high upfront costs,1,,gpt-5.4-mini,0.2,"Cost and Economic Feasibility. Initial investment costs for implementing DC systems are often higher than those for AC systems due to the need for new infrastructure, conversion devices, and training. These upfront expenses can deter adoption, particularly in sectors where cost-efficiency is a primary concern.",9,1.0,general,technical,High upfront transition costs
phi4-normative_05_b3,phi4,phi4-normative,normative,phi4-normative-enh:latest,Regulatory and Standardization Hurdles,The lack of standardized regulations and guidelines for DC technologies creates uncertainty for stakeholders. This regulatory ambiguity can slow down the development and deployment of DC solutions as companies await clear frameworks to ensure compliance and safety.,5,20260505_121738,no,False,1,1,,regulatory uncertainty,1,,gpt-5.4-mini,0.2,Regulatory and Standardization Hurdles. The lack of standardized regulations and guidelines for DC technologies creates uncertainty for stakeholders. This regulatory ambiguity can slow down the development and deployment of DC solutions as companies await clear frameworks to ensure compliance and safety.,3,0.846014661123581,policy,general,Regulatory uncertainty and hurdles
phi4-normative_05_b4,phi4,phi4-normative,normative,phi4-normative-enh:latest,Technical Knowledge Gap,"There is a shortage of skilled professionals with expertise in DC technology design, installation, and maintenance. This knowledge gap hinders effective implementation and support, leading to potential operational inefficiencies and increased reliance on external contractors.",5,20260505_121738,no,False,1,1,,skilled workforce shortage,1,,gpt-5.4-mini,0.2,"Technical Knowledge Gap. There is a shortage of skilled professionals with expertise in DC technology design, installation, and maintenance. This knowledge gap hinders effective implementation and support, leading to potential operational inefficiencies and increased reliance on external contractors.",2,1.0,general,technical,Shortage in skilled workforce 
phi4-normative_05_b5,phi4,phi4-normative,normative,phi4-normative-enh:latest,Consumer Acceptance and Awareness,Limited public awareness and understanding of the benefits of DC systems can result in resistance to adoption. Overcoming misconceptions and educating consumers about the advantages of DC technologies is crucial for broader acceptance and integration into everyday applications.,5,20260505_121738,no,False,1,1,,consumer awareness,1,,gpt-5.4-mini,0.2,Consumer Acceptance and Awareness. Limited public awareness and understanding of the benefits of DC systems can result in resistance to adoption. Overcoming misconceptions and educating consumers about the advantages of DC technologies is crucial for broader acceptance and integration into everyday applications.,14,1.0,policy,general,Public awareness and acceptance
phi4-normative2_05_b1,phi4,phi4-normative2,normative,phi4-normative2-enh:latest,Interoperability Challenges,"Compatibility issues between existing AC infrastructure and new DC systems can hinder seamless integration, leading to increased costs and technical complexities during the transition.",5,20260505_121738,no,False,1,1,,compatibility issues,1,,gpt-5.4-mini,0.2,"Interoperability Challenges. Compatibility issues between existing AC infrastructure and new DC systems can hinder seamless integration, leading to increased costs and technical complexities during the transition.",13,1.0,technical,general,Interoperability challenges with existing AC infrastructure
phi4-normative2_05_b2,phi4,phi4-normative2,normative,phi4-normative2-enh:latest,Standardization Gaps,Lack of universal standards for DC technologies across different regions and industries creates confusion and slows down adoption due to varying specifications and safety requirements.,5,20260505_121738,no,False,1,1,,lack of standards,1,,gpt-5.4-mini,0.2,Standardization Gaps. Lack of universal standards for DC technologies across different regions and industries creates confusion and slows down adoption due to varying specifications and safety requirements.,5,1.0,general,technical,DC market readiness and standardization challenges
phi4-normative2_05_b3,phi4,phi4-normative2,normative,phi4-normative2-enh:latest,Skilled Workforce Shortage,"There is a limited pool of professionals trained in designing, installing, and maintaining DC systems, which can delay projects and increase costs as the workforce needs upskilling or expansion.",5,20260505_121738,no,False,1,1,,skilled labor shortage,1,,gpt-5.4-mini,0.2,"Skilled Workforce Shortage. There is a limited pool of professionals trained in designing, installing, and maintaining DC systems, which can delay projects and increase costs as the workforce needs upskilling or expansion.",2,1.0,general,technical,Shortage in skilled workforce 
phi4-normative2_05_b4,phi4,phi4-normative2,normative,phi4-normative2-enh:latest,Perception and Awareness Barriers,"Limited public understanding and acceptance of DC technologies may lead to resistance from consumers and stakeholders, affecting market penetration and investment willingness.",5,20260505_121738,no,False,1,1,,public awareness,1,,gpt-5.4-mini,0.2,"Perception and Awareness Barriers. Limited public understanding and acceptance of DC technologies may lead to resistance from consumers and stakeholders, affecting market penetration and investment willingness.",14,1.0,policy,general,Public awareness and acceptance
phi4-normative2_05_b5,phi4,phi4-normative2,normative,phi4-normative2-enh:latest,Economic Uncertainty in ROI Calculations,Difficulty in accurately predicting long-term returns on investment due to fluctuating energy prices and evolving technology can deter potential adopters from committing to DC systems.,5,20260505_121738,no,False,1,1,,roi uncertainty,1,,gpt-5.4-mini,0.2,Economic Uncertainty in ROI Calculations. Difficulty in accurately predicting long-term returns on investment due to fluctuating energy prices and evolving technology can deter potential adopters from committing to DC systems.,8,0.6010563838458687,general,policy,Economic uncertainty and ROI
phi4-subject_matter_05_b1,phi4,phi4-subject_matter,subject_matter,phi4-subject_matter-enh:latest,Interoperability Challenges,"Many existing electrical systems and devices are designed for AC, leading to compatibility issues when integrating DC solutions. This necessitates additional converters or adaptations, increasing complexity and costs.",5,20260505_121738,no,False,1,1,,compatibility issues,1,,gpt-5.4-mini,0.2,"Interoperability Challenges. Many existing electrical systems and devices are designed for AC, leading to compatibility issues when integrating DC solutions. This necessitates additional converters or adaptations, increasing complexity and costs.",13,1.0,technical,general,Interoperability challenges with existing AC infrastructure
phi4-subject_matter_05_b2,phi4,phi4-subject_matter,subject_matter,phi4-subject_matter-enh:latest,Lack of Standardization,"The absence of universally accepted standards for low and medium voltage DC systems can lead to inconsistent implementation practices, making it difficult for industries to adopt these technologies uniformly across different regions and sectors.",5,20260505_121738,no,False,1,1,,dc standards inconsistency,1,,gpt-5.4-mini,0.2,"Lack of Standardization. The absence of universally accepted standards for low and medium voltage DC systems can lead to inconsistent implementation practices, making it difficult for industries to adopt these technologies uniformly across different regions and sectors.",6,1.0,general,technical,DC market readiness and standardization challenges
phi4-subject_matter_05_b3,phi4,phi4-subject_matter,subject_matter,phi4-subject_matter-enh:latest,Infrastructure Overhaul Costs,"Transitioning from AC to DC requires significant modifications to existing electrical infrastructure, including distribution networks and consumer devices. The high initial investment may deter adoption despite long-term benefits.",5,20260505_121738,no,False,1,1,,high upfront costs,1,,gpt-5.4-mini,0.2,"Infrastructure Overhaul Costs. Transitioning from AC to DC requires significant modifications to existing electrical infrastructure, including distribution networks and consumer devices. The high initial investment may deter adoption despite long-term benefits.",9,1.0,general,technical,High upfront transition costs
phi4-subject_matter_05_b4,phi4,phi4-subject_matter,subject_matter,phi4-subject_matter-enh:latest,Limited Skilled Workforce,"There is a shortage of professionals trained in designing, installing, and maintaining DC systems. This gap can slow down the implementation process and increase reliance on specialized contractors, driving up costs.",5,20260505_121738,no,False,1,1,,skilled labor shortage,1,,gpt-5.4-mini,0.2,"Limited Skilled Workforce. There is a shortage of professionals trained in designing, installing, and maintaining DC systems. This gap can slow down the implementation process and increase reliance on specialized contractors, driving up costs.",2,1.0,general,technical,Shortage in skilled workforce 
phi4-subject_matter_05_b5,phi4,phi4-subject_matter,subject_matter,phi4-subject_matter-enh:latest,Consumer Awareness and Acceptance,"The general public's understanding of DC technology benefits is limited, leading to hesitation or resistance in adopting new systems. Effective education and marketing strategies are needed to improve acceptance and demand.",5,20260505_121738,no,False,1,1,,low consumer awareness,1,,gpt-5.4-mini,0.2,"Consumer Awareness and Acceptance. The general public's understanding of DC technology benefits is limited, leading to hesitation or resistance in adopting new systems. Effective education and marketing strategies are needed to improve acceptance and demand.",14,1.0,policy,general,Public awareness and acceptance
phi4-subject_matter2_05_b1,phi4,phi4-subject_matter2,subject_matter,phi4-subject_matter2-enh:latest,Interoperability Challenges,"The integration of DC systems with existing AC infrastructure can present significant interoperability challenges, requiring advanced interface technologies to ensure seamless operation across different voltage levels.",5,20260505_121738,no,False,1,1,,system integration complexity,1,,gpt-5.4-mini,0.2,"Interoperability Challenges. The integration of DC systems with existing AC infrastructure can present significant interoperability challenges, requiring advanced interface technologies to ensure seamless operation across different voltage levels.",13,0.8072919936124361,technical,general,Interoperability challenges with existing AC infrastructure
phi4-subject_matter2_05_b2,phi4,phi4-subject_matter2,subject_matter,phi4-subject_matter2-enh:latest,Economic Viability Concerns,"Initial costs associated with transitioning to DC infrastructure may be prohibitive for some sectors, particularly when compared to established AC solutions, leading to hesitation in adoption despite long-term benefits.",5,20260505_121738,no,False,1,1,,high upfront costs,1,,gpt-5.4-mini,0.2,"Economic Viability Concerns. Initial costs associated with transitioning to DC infrastructure may be prohibitive for some sectors, particularly when compared to established AC solutions, leading to hesitation in adoption despite long-term benefits.",9,1.0,general,technical,High upfront transition costs
phi4-subject_matter2_05_b3,phi4,phi4-subject_matter2,subject_matter,phi4-subject_matter2-enh:latest,Lack of Standardization,"The absence of universal standards and protocols for DC systems can impede widespread adoption by creating inconsistencies in design, installation, and maintenance practices across regions and industries.",5,20260505_121738,no,False,1,1,,standardization gaps,1,,gpt-5.4-mini,0.2,"Lack of Standardization. The absence of universal standards and protocols for DC systems can impede widespread adoption by creating inconsistencies in design, installation, and maintenance practices across regions and industries.",5,1.0,general,technical,DC market readiness and standardization challenges
phi4-subject_matter2_05_b4,phi4,phi4-subject_matter2,subject_matter,phi4-subject_matter2-enh:latest,Skilled Workforce Shortage,"There is a limited pool of professionals with the technical expertise required to design, install, and maintain DC systems, which could slow down implementation efforts and increase project costs due to training needs.",5,20260505_121738,no,False,1,1,,skilled labor shortage,1,,gpt-5.4-mini,0.2,"Skilled Workforce Shortage. There is a limited pool of professionals with the technical expertise required to design, install, and maintain DC systems, which could slow down implementation efforts and increase project costs due to training needs.",2,1.0,general,technical,Shortage in skilled workforce 
phi4-subject_matter2_05_b5,phi4,phi4-subject_matter2,subject_matter,phi4-subject_matter2-enh:latest,Public Perception and Acceptance,"Despite potential efficiencies, there may be resistance from consumers and stakeholders who are unfamiliar with or skeptical about the benefits of DC technology, impacting its acceptance and integration into everyday applications.",5,20260505_121738,no,False,1,1,,consumer skepticism,1,,gpt-5.4-mini,0.2,"Public Perception and Acceptance. Despite potential efficiencies, there may be resistance from consumers and stakeholders who are unfamiliar with or skeptical about the benefits of DC technology, impacting its acceptance and integration into everyday applications.",14,0.8324904960646247,policy,general,Public awareness and acceptance
gemma3-generalist_05_b1,gemma3:12b,gemma3-generalist,generalist,gemma-generalist-enh:latest,Lack of Standardized Interoperability,"Current DC solutions often lack common protocols, hindering seamless integration between different vendors' equipment and limiting scalability across diverse applications.",5,20260505_121738,no,False,2,2,,interoperability standards,1,,gpt-5.4-mini,0.2,"Lack of Standardized Interoperability. Current DC solutions often lack common protocols, hindering seamless integration between different vendors' equipment and limiting scalability across diverse applications.",4,1.0,technical,policy,DC interoperability standardization and cartification gap
gemma3-generalist_05_b2,gemma3:12b,gemma3-generalist,generalist,gemma-generalist-enh:latest,Limited Availability of Skilled Personnel,"A shortage of engineers and technicians experienced in DC system design, installation, and maintenance poses a significant impediment to widespread adoption.",5,20260505_121738,no,False,2,2,,skilled workforce shortage,1,,gpt-5.4-mini,0.2,"Limited Availability of Skilled Personnel. A shortage of engineers and technicians experienced in DC system design, installation, and maintenance poses a significant impediment to widespread adoption.",2,1.0,general,technical,Shortage in skilled workforce 
gemma3-generalist_05_b3,gemma3:12b,gemma3-generalist,generalist,gemma-generalist-enh:latest,Retrofit Costs & Disruptions,"Adapting existing AC infrastructure to DC presents substantial costs and potential operational disruptions, discouraging adoption in established facilities.",5,20260505_121738,no,False,2,2,,retrofit costs,1,,gpt-5.4-mini,0.2,"Retrofit Costs & Disruptions. Adapting existing AC infrastructure to DC presents substantial costs and potential operational disruptions, discouraging adoption in established facilities.",12,1.0,technical,general,Retrofit complexity in existing infrastructure
gemma3-generalist_05_b4,gemma3:12b,gemma3-generalist,generalist,gemma-generalist-enh:latest,Safety Concerns & Public Perception,"Public unfamiliarity with DC systems can lead to safety concerns and negative perceptions, potentially slowing adoption rates.",5,20260505_121738,no,False,2,2,,safety perception,1,,gpt-5.4-mini,0.2,"Safety Concerns & Public Perception. Public unfamiliarity with DC systems can lead to safety concerns and negative perceptions, potentially slowing adoption rates.",15,0.8970051914206887,policy,technical,Public safety perception concerns
gemma3-generalist_05_b5,gemma3:12b,gemma3-generalist,generalist,gemma-generalist-enh:latest,Supply Chain Vulnerabilities,Dependence on specific suppliers for critical DC components creates vulnerabilities in the supply chain and can impact project timelines and costs.,5,20260505_121738,no,False,2,2,,supplier dependence,1,,gpt-5.4-mini,0.2,Supply Chain Vulnerabilities. Dependence on specific suppliers for critical DC components creates vulnerabilities in the supply chain and can impact project timelines and costs.,10,0.397545537070186,technical,general,DC supply chain constraints
gemma3-generalist2_05_b1,gemma3:12b,gemma3-generalist2,generalist,gemma-generalist2-enh:latest,Lack of Standardized Safety Protocols,"Current safety standards are heavily biased towards AC systems. Adapting or creating new, comprehensive safety protocols for DC installations will be a significant hurdle, particularly concerning arc flash and electrical shock hazards.",5,20260505_121738,no,False,2,2,,dc safety standards,1,,gpt-5.4-mini,0.2,"Lack of Standardized Safety Protocols. Current safety standards are heavily biased towards AC systems. Adapting or creating new, comprehensive safety protocols for DC installations will be a significant hurdle, particularly concerning arc flash and electrical shock hazards.",0,1.0,technical,policy,Gap in DC components safety standards 
gemma3-generalist2_05_b2,gemma3:12b,gemma3-generalist2,generalist,gemma-generalist2-enh:latest,Retrofit Costs & Disruptions,"Replacing existing AC infrastructure in existing buildings or industrial facilities will be prohibitively expensive and disruptive, hindering adoption beyond new construction.",5,20260505_121738,no,False,2,2,,retrofit cost disruption,1,,gpt-5.4-mini,0.2,"Retrofit Costs & Disruptions. Replacing existing AC infrastructure in existing buildings or industrial facilities will be prohibitively expensive and disruptive, hindering adoption beyond new construction.",12,1.0,technical,general,Retrofit complexity in existing infrastructure
gemma3-generalist2_05_b3,gemma3:12b,gemma3-generalist2,generalist,gemma-generalist2-enh:latest,Limited Component Availability & Supply Chain,"While DC components exist, a robust, readily available supply chain at scale for all necessary components (cables, converters, protection devices) is currently lacking.",5,20260505_121738,no,False,2,2,,component supply chain gaps,1,,gpt-5.4-mini,0.2,"Limited Component Availability & Supply Chain. While DC components exist, a robust, readily available supply chain at scale for all necessary components (cables, converters, protection devices) is currently lacking.",10,0.6385920301256136,technical,general,DC supply chain constraints
gemma3-generalist2_05_b4,gemma3:12b,gemma3-generalist2,generalist,gemma-generalist2-enh:latest,Interoperability Concerns Across Vendors,A lack of standardized communication protocols and interfaces between DC components from different vendors will limit system flexibility and increase integration complexity.,5,20260505_121738,no,False,2,2,,vendor interoperability issues,1,,gpt-5.4-mini,0.2,Interoperability Concerns Across Vendors. A lack of standardized communication protocols and interfaces between DC components from different vendors will limit system flexibility and increase integration complexity.,4,1.0,technical,policy,DC interoperability standardization and cartification gap
gemma3-generalist2_05_b5,gemma3:12b,gemma3-generalist2,generalist,gemma-generalist2-enh:latest,Workforce Skill Gap & Training Needs,The current electrical workforce lacks experience and training in DC systems. Significant investment in training and upskilling will be required to ensure safe and effective installation and maintenance.,5,20260505_121738,no,False,2,2,,workforce training gap,1,,gpt-5.4-mini,0.2,Workforce Skill Gap & Training Needs. The current electrical workforce lacks experience and training in DC systems. Significant investment in training and upskilling will be required to ensure safe and effective installation and maintenance.,2,1.0,general,technical,Shortage in skilled workforce 
gemma3-normative_05_b1,gemma3:12b,gemma3-normative,normative,gemma-normative-enh:latest,Lack of Standardized Component Safety,Current safety standards are largely built around AC systems. Adapting and validating safety protocols for a diverse range of DC voltage and power levels requires significant research and testing.,5,20260505_121738,no,False,2,2,,dc safety standards,1,,gpt-5.4-mini,0.2,Lack of Standardized Component Safety. Current safety standards are largely built around AC systems. Adapting and validating safety protocols for a diverse range of DC voltage and power levels requires significant research and testing.,0,0.4708282924690427,technical,policy,Gap in DC components safety standards 
gemma3-normative_05_b2,gemma3:12b,gemma3-normative,normative,gemma-normative-enh:latest,Retrofit Complexity & Cost,"Replacing existing AC infrastructure with DC is far more complex and expensive than new construction, hindering adoption in existing buildings and industrial facilities.",5,20260505_121738,no,False,2,2,,retrofit cost complexity,1,,gpt-5.4-mini,0.2,"Retrofit Complexity & Cost. Replacing existing AC infrastructure with DC is far more complex and expensive than new construction, hindering adoption in existing buildings and industrial facilities.",12,1.0,technical,general,Retrofit complexity in existing infrastructure
gemma3-normative_05_b3,gemma3:12b,gemma3-normative,normative,gemma-normative-enh:latest,Interoperability of Diverse DC Voltages,"The emergence of multiple DC voltage standards (e.g., 48V, 380V, higher voltage DC bus) creates interoperability challenges and potential system incompatibility issues.",5,20260505_121738,no,False,2,2,,voltage standard incompatibility,1,,gpt-5.4-mini,0.2,"Interoperability of Diverse DC Voltages. The emergence of multiple DC voltage standards (e.g., 48V, 380V, higher voltage DC bus) creates interoperability challenges and potential system incompatibility issues.",4,0.6869397319251643,technical,policy,DC interoperability standardization and cartification gap
gemma3-normative_05_b4,gemma3:12b,gemma3-normative,normative,gemma-normative-enh:latest,Limited Availability of Skilled Technicians,"A shortage of trained technicians with expertise in DC power systems, installation, and maintenance will slow deployment and increase operational risks.",5,20260505_121738,no,False,2,2,,skilled labor shortage,1,,gpt-5.4-mini,0.2,"Limited Availability of Skilled Technicians. A shortage of trained technicians with expertise in DC power systems, installation, and maintenance will slow deployment and increase operational risks.",2,1.0,general,technical,Shortage in skilled workforce 
gemma3-normative_05_b5,gemma3:12b,gemma3-normative,normative,gemma-normative-enh:latest,Public Perception & Trust,Lack of public understanding and potential concerns about the safety and reliability of DC power systems could create resistance and delay adoption.,5,20260505_121738,no,False,2,2,,public trust concerns,1,,gpt-5.4-mini,0.2,Public Perception & Trust. Lack of public understanding and potential concerns about the safety and reliability of DC power systems could create resistance and delay adoption.,15,1.0,policy,technical,Public safety perception concerns
gemma3-normative2_05_b1,gemma3:12b,gemma3-normative2,normative,gemma-normative2-enh:latest,Harmonized Safety Standards,"Lack of globally harmonized safety standards for DC systems creates uncertainty and hinders widespread adoption, particularly regarding electrical safety and personnel protection.",5,20260505_121738,no,False,2,2,,safety standard fragmentation,1,,gpt-5.4-mini,0.2,"Harmonized Safety Standards. Lack of globally harmonized safety standards for DC systems creates uncertainty and hinders widespread adoption, particularly regarding electrical safety and personnel protection.",0,0.027925485031697,technical,policy,Gap in DC components safety standards 
gemma3-normative2_05_b2,gemma3:12b,gemma3-normative2,normative,gemma-normative2-enh:latest,Component Lifecycle Management,"Limited availability of long-term data on the lifespan and reliability of DC-specific components (cables, converters) introduces risk and complicates lifecycle cost estimations.",5,20260505_121738,no,False,2,2,,component reliability uncertainty,1,,gpt-5.4-mini,0.2,"Component Lifecycle Management. Limited availability of long-term data on the lifespan and reliability of DC-specific components (cables, converters) introduces risk and complicates lifecycle cost estimations.",11,1.0,technical,general,DC component cost and availability
